iteracao;melhor_custo;
471;51022,90731;
472;51022,90731;
473;51022,90731;
474;51022,90731;
475;51022,90731;
476;51022,90731;
477;51022,90731;
478;51022,90731;
479;51022,90731;
480;51022,90731;
481;51022,90731;
482;51022,90731;
483;51022,90731;
484;51022,90731;
485;51022,90731;
486;51022,90731;
487;51022,90731;
488;51022,90731;
489;51022,90731;
490;51022,90731;
491;51022,90731;
492;51022,90731;
493;51022,90731;
494;50969,29332;
495;50969,29332;
496;50969,29332;
497;50969,29332;
498;50969,29332;
499;50969,29332;
500;50969,29332;
501;50969,29332;
502;50969,29332;
503;50671,80228;
504;50671,80228;
505;50671,80228;
506;50671,80228;
507;50671,80228;
508;50671,80228;
509;50671,80228;
510;50671,80228;
511;50671,80228;
512;50671,80228;
513;50671,80228;
514;50671,80228;
515;50671,80228;
516;50671,80228;
517;50671,80228;
518;50671,80228;
519;50671,80228;
520;50671,80228;
521;50671,80228;
522;50671,80228;
523;50671,80228;
524;50671,80228;
525;50671,80228;
526;50671,80228;
527;50671,80228;
528;50671,80228;
529;50671,80228;
530;50671,80228;
531;50671,80228;
532;50671,80228;
533;50671,80228;
534;50671,80228;
535;50671,80228;
536;50671,80228;
537;50671,80228;
538;50671,80228;
539;50671,80228;
540;50671,80228;
541;50671,80228;
542;50671,80228;
543;50671,80228;
544;50671,80228;
545;50671,80228;
546;50671,80228;
547;50671,80228;
548;50671,80228;
549;50671,80228;
550;50671,80228;
551;50671,80228;
552;50671,80228;
553;50671,80228;
554;50671,80228;
555;50671,80228;
556;50671,80228;
557;50671,80228;
558;50671,80228;
559;50671,80228;
560;50671,80228;
561;50671,80228;
562;50671,80228;
563;50671,80228;
564;50671,80228;
565;50671,80228;
566;50671,80228;
567;50671,80228;
568;50671,80228;
569;50671,80228;
570;50671,80228;
571;50671,80228;
572;50671,80228;
573;50671,80228;
574;50671,80228;
575;50671,80228;
576;50671,80228;
577;50671,80228;
578;50671,80228;
579;50671,80228;
580;50671,80228;
581;50671,80228;
582;50671,80228;
583;50671,80228;
584;50671,80228;
585;50671,80228;
586;50671,80228;
587;50671,80228;
588;50671,80228;
589;50671,80228;
590;50671,80228;
591;50671,80228;
