iteracao;melhor_custo;
0;66655,41429;
1;66655,41429;
2;66655,41429;
3;66655,41429;
4;66655,41429;
5;66655,41429;
6;66655,41429;
7;66655,41429;
8;66655,41429;
9;66655,41429;
10;66655,41429;
11;66655,41429;
12;66655,41429;
13;66655,41429;
14;66013,19721;
15;66013,19721;
16;66013,19721;
17;66013,19721;
18;66013,19721;
19;64744,22280;
20;64744,22280;
21;64744,22280;
22;64744,22280;
23;64744,22280;
24;64744,22280;
25;64744,22280;
26;64401,57753;
27;64401,57753;
28;64401,57753;
29;64401,57753;
30;64401,57753;
31;64401,57753;
32;64401,57753;
33;64401,57753;
34;64401,57753;
35;64401,57753;
36;64401,57753;
37;64401,57753;
38;64401,57753;
39;64401,57753;
40;64401,57753;
41;64401,57753;
42;64401,57753;
43;63834,72058;
44;63834,72058;
45;63834,72058;
46;63834,72058;
47;63834,72058;
48;63834,72058;
49;63834,72058;
50;63834,72058;
51;63834,72058;
52;63834,72058;
53;63834,72058;
54;63834,72058;
55;63636,76594;
56;63636,76594;
57;63636,76594;
58;63636,76594;
59;63636,76594;
60;63636,76594;
61;63636,76594;
62;63636,76594;
63;63636,76594;
64;63636,76594;
65;63636,76594;
66;63636,76594;
67;63636,76594;
68;63636,76594;
69;63456,89674;
70;63456,89674;
71;63064,35934;
72;63064,35934;
73;63064,35934;
74;62052,29382;
75;62052,29382;
76;62052,29382;
77;62052,29382;
78;62052,29382;
79;62052,29382;
80;62052,29382;
81;62052,29382;
82;62052,29382;
83;62052,29382;
84;62052,29382;
85;62052,29382;
86;62052,29382;
87;62052,29382;
88;62052,29382;
89;62052,29382;
90;62052,29382;
91;62052,29382;
92;62052,29382;
93;62052,29382;
94;62052,29382;
95;62052,29382;
96;62052,29382;
97;62052,29382;
98;62052,29382;
99;62052,29382;
100;62052,29382;
101;62052,29382;
102;62052,29382;
103;62052,29382;
104;62052,29382;
105;62052,29382;
106;62052,29382;
107;62052,29382;
108;62052,29382;
109;62052,29382;
110;62052,29382;
111;62052,29382;
112;62052,29382;
113;62052,29382;
114;62052,29382;
115;62052,29382;
116;62052,29382;
117;62052,29382;
118;62052,29382;
119;62052,29382;
120;62052,29382;
121;62052,29382;
122;62052,29382;
123;62037,87536;
124;62037,87536;
125;62037,87536;
126;62037,87536;
127;61827,70138;
128;61827,70138;
129;61827,70138;
130;61827,70138;
131;61218,10448;
132;61218,10448;
133;61218,10448;
134;61218,10448;
135;61218,10448;
136;61218,10448;
